序號,是否離職,年齡,性別,婚姻狀態,是否有大學學歷,是否有碩士學歷,是否有博士學歷,最高學歷學校等級,外部經歷總公司數,外部經歷總年資,集團年資,公司年資,一級主管序號,是否為主管,廣義管理幅度,狹義管理幅度,職位層級,是否為STEM人才,是否有兼職,距上次升遷時長,單位,單位層級,單位_第一層,單位_第二層,單位_第三層,個性分群,職能強項,職能弱項,職能驚喜,職能盲點,績效,是否為關鍵人才
1080,1,22,女性,未婚,,,,,0,0,0.599771689,0.599771689,536,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,保守穩定型,,,,敏捷力,4.5,TRUE
1081,1,23,女性,未婚,YES,NO,NO,二級,0,0,0.599771689,0.599771689,1556,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,,,問題分析與解決,學習力,,4.2,FALSE
1082,1,20,男性,未婚,,,,,0,0,0.597031963,0.597031963,536,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,對話力,,,,4,FALSE
1083,1,24,男性,未婚,YES,NO,NO,二級,0,0,0.315753425,0.315753425,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,樂觀關係型,,,,工作管理,4,FALSE
1084,1,22,男性,未婚,,,,,0,0,0.597031963,0.597031963,1580,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,,,促進團隊成功,學習力,5,TRUE
1085,1,23,男性,未婚,,,,,0,0,0.597031963,0.597031963,1556,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,促進團隊成功,敏捷力,,,4.5,TRUE
1086,1,24,女性,未婚,,,,,0,0,0.594292237,0.594292237,1580,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,樂觀關係型,,,,,6,TRUE
1087,1,21,女性,未婚,,,,,0,0,0.416666667,0.416666667,1546,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,,促進團隊成功 對話力,敏捷力,,,5,TRUE
1088,0,35,男性,已婚,YES,NO,NO,其他,1,9.129908676,3.191324201,3.191324201,1557,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,,,,,,
1089,1,23,女性,未婚,YES,NO,NO,其他,0,0,0.068493151,0.068493151,744,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,樂觀關係型,對話力,計劃與組織能力,,,3,FALSE
1090,1,26,女性,未婚,YES,YES,NO,一級,1,2.505479452,0.172146119,0.172146119,745,FALSE,0,0,資深專業人員,TRUE,FALSE,1.2,0DC5100,科,0DC0000,0DC5000,0DC5100,,,持續改善,,,4.5,FALSE
1091,1,25,女性,未婚,YES,NO,NO,一級,0,0,0.435844749,0.435844749,1580,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,對話力,,,學習力,3.4,FALSE
1092,1,25,男性,未婚,YES,NO,NO,二級,0,0,1.521917808,1.446803653,1567,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,工作管理,敏捷力 學習力,,,5,TRUE
1093,1,31,男性,未婚,YES,YES,NO,其他,1,3.191324201,0.269178082,0.269178082,1551,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,促進團隊成功,,學習力,,5,TRUE
1094,1,24,女性,未婚,,,,,0,0,0.815753425,0.815753425,233,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,保守穩定型,,,,,,
1095,1,29,女性,已婚,YES,YES,NO,一級,2,2.583333333,1.677625571,1.677625571,1582,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,外向開放型,,,,,3,FALSE
1096,1,45,男性,已婚,YES,YES,NO,二級,0,0,0.37716895,0.37716895,1543,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,,,工作管理,學習力,4,FALSE
1097,0,36,女性,已婚,YES,YES,NO,二級,3,7.5,2.252739726,2.252739726,691,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,保守穩定型,,對話力,學習力,,4,FALSE
1098,1,22,女性,未婚,YES,NO,NO,一級,0,0,0.54109589,0.54109589,536,FALSE,0,0,基層/專案主管,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,,,,,4,FALSE
1099,1,22,女性,未婚,,,,,0,0,1.543835616,1.543835616,536,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,保守穩定型,,,,,,
1100,1,25,男性,未婚,YES,YES,NO,二級,0,0,0.304794521,0.304794521,203,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,正向領導型,,,,,3,FALSE
1101,0,43,女性,已婚,YES,YES,NO,二級,4,10.75,2.424885845,2.424885845,1557,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC5100,科,0DC0000,0DC5000,0DC5100,樂觀關係型,,,,,,
1102,0,30,男性,已婚,YES,NO,NO,其他,1,4.583333333,2.40456621,2.40456621,830,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC5100,科,0DC0000,0DC5000,0DC5100,樂觀關係型,,,,,4,FALSE
1103,1,23,男性,未婚,YES,NO,NO,二級,0,0,0.065753425,0.065753425,1575,FALSE,0,0,高階主管,FALSE,FALSE,,02C0000,處,02C0000,,,,,,,,4.5,FALSE
1104,1,22,男性,未婚,,,,,0,0,0.260958904,0.260958904,1575,TRUE,8,8,中階/專案主管,FALSE,FALSE,9.9,02C0000,處,02C0000,,,,建立夥伴關係,,,指導與發展人才,5,TRUE
1105,1,41,女性,已婚,NO,YES,NO,其他,0,0,0.213242009,0.213242009,1531,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C5000,部,01C0000,01C5000,,保守穩定型,學習力,,,,,
1106,1,36,男性,未婚,YES,YES,NO,其他,0,0,0.410045662,0.410045662,536,FALSE,0,0,資深專業人員,TRUE,FALSE,1.1,0DC1700,科,0DC0000,0DC1000,0DC1700,外向開放型,,持續改善,計劃與組織能力,指導,,
1107,0,34,女性,已婚,YES,YES,NO,其他,0,0,2.40456621,2.40456621,360,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1700,科,0DC0000,0DC1000,0DC1700,保守穩定型,學習力,計劃與組織能力,,,,
1108,0,39,男性,未婚,YES,NO,NO,其他,5,13.58333333,2.40456621,2.40456621,951,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,促進團隊成功,學習力,,對話力,,
1109,0,31,女性,已婚,YES,YES,NO,一級,1,2.166666667,2.40456621,2.40456621,1583,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,外向開放型,,學習力,工作管理,,5.3,TRUE
1110,1,29,男性,未婚,YES,YES,NO,一級,0,0,1.87716895,1.87716895,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,促進團隊成功,敏捷力,,,3.5,FALSE
1111,0,49,男性,已婚,YES,NO,NO,其他,0,0,0.651826484,0.568493151,179,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,,,學習力,促進團隊成功,5,TRUE
1112,0,46,女性,,YES,NO,NO,其他,3,15.16666667,2.326712329,2.243378995,1581,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,外向開放型,,,,,,
1113,1,31,女性,,YES,NO,NO,其他,3,3.833333333,1.896347032,1.896347032,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1114,0,36,女性,已婚,YES,YES,NO,一級,5,9.416666667,2.36347032,1.323972603,233,FALSE,0,0,資深專業人員,TRUE,TRUE,2.3,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
1115,0,34,男性,未婚,YES,NO,NO,一級,2,1.916666667,2.368949772,2.368949772,1583,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,正向領導型,,問題分析與解決,,,4.6,TRUE
1116,1,33,女性,未婚,YES,YES,NO,其他,3,3.666666667,1.621689498,1.621689498,1583,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1700,科,0DC0000,0DC1000,0DC1700,外向開放型,,指導,,,,
1117,0,41,男性,未婚,YES,YES,NO,其他,2,9.583333333,2.366210046,2.366210046,917,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,外向開放型,,,,,,
1118,1,24,男性,未婚,YES,NO,NO,其他,1,0.583333333,0.662785388,0.662785388,1556,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1119,0,30,男性,未婚,YES,YES,NO,一級,1,1.25,2.347031963,2.347031963,213,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,,,,,,
1120,1,27,女性,未婚,YES,YES,NO,二級,0,0,0.088812785,0.088812785,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,,,,,,
1121,0,32,男性,未婚,YES,YES,NO,二級,2,2.083333333,2.326712329,2.326712329,1538,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,外向開放型,,,,,,
1122,0,28,男性,未婚,YES,YES,NO,二級,0,0,2.326712329,2.326712329,901,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1123,0,28,男性,已婚,YES,YES,NO,一級,0,0,2.329452055,2.329452055,749,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,,
1124,1,24,男性,未婚,,,,,0,0,0.474200913,0.474200913,51,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1125,0,35,男性,未婚,YES,NO,NO,其他,3,7.833333333,2.282876712,2.282876712,951,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1126,1,22,男性,,,,,,0,0,0.618949772,0.618949772,1556,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,5,TRUE
1127,1,21,男性,未婚,,,,,0,0,0.605251142,0.605251142,83,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,,,,,,,
1128,1,22,女性,未婚,,,,,0,0,0.607990868,0.607990868,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,,,,,,
1129,1,27,男性,未婚,YES,NO,NO,二級,0,0,0.605251142,0.605251142,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1100,科,0DC0000,0DC1000,0DC1100,保守穩定型,,,,,,
1130,0,38,男性,已婚,YES,YES,NO,一級,2,9,2.243378995,2.243378995,1570,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC1100,科,0DC0000,0DC1000,0DC1100,樂觀關係型,,,,,5,TRUE
1131,1,28,男性,未婚,YES,YES,NO,一級,1,2.166666667,1.226940639,1.226940639,561,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1700,科,0DC0000,0DC1000,0DC1700,,工作管理,敏捷力 學習力,,,,
1132,1,29,男性,未婚,YES,NO,NO,其他,0,0,0.832191781,0.832191781,917,FALSE,0,0,基層/專案主管,FALSE,FALSE,,01C2100,科,01C0000,01C2000,01C2100,,,,,,,
1133,1,24,女性,未婚,YES,NO,NO,二級,0,0,0.638127854,0.638127854,83,FALSE,0,0,一般專業人員,TRUE,FALSE,2.9,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,,敏捷力,學習力,,5,TRUE
1134,1,25,女性,,YES,NO,NO,其他,0,0,0.105251142,0.105251142,409,FALSE,0,0,資深專業人員,TRUE,FALSE,0.9,0DC6400,科,0DC0000,0DC6000,0DC6400,保守穩定型,,,對話力,,5.6,TRUE
1135,1,36,女性,未婚,YES,NO,NO,其他,4,10.25,0.135388128,0.135388128,83,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,,持續改善,,,5,TRUE
1136,0,34,男性,未婚,YES,NO,NO,其他,4,9,2.063013699,2.063013699,951,FALSE,0,0,資深專業人員,TRUE,FALSE,0.9,0DC6400,科,0DC0000,0DC6000,0DC6400,樂觀關係型,,,,,5.8,TRUE
1137,0,33,女性,未婚,YES,NO,NO,一級,2,7.25,2.063013699,2.063013699,1585,FALSE,0,0,一般專業人員,TRUE,FALSE,2.9,0DC6400,科,0DC0000,0DC6000,0DC6400,樂觀關係型,問題分析與解決,敏捷力,,,4.9,TRUE
1138,0,25,男性,未婚,YES,NO,NO,一級,0,0,2.063013699,2.063013699,128,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,外向開放型,,學習力,,,4.5,FALSE
1139,1,48,男性,已婚,YES,NO,NO,二級,7,20.08333333,0.338812785,0.338812785,83,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,保守穩定型,促進團隊成功,對話力 學習力,,,4,FALSE
1140,1,22,男性,未婚,,,,,0,0,0.379908676,0.379908676,536,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,,,,促進團隊成功,4,FALSE
1141,1,24,男性,未婚,YES,NO,NO,二級,0,0,1.532876712,1.532876712,851,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,,,,,3,FALSE
1142,1,24,女性,未婚,YES,NO,NO,二級,0,0,1.019178082,1.019178082,1556,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,學習力,工作管理,,,5,TRUE
1143,1,25,女性,,YES,NO,NO,其他,0,0,0.379908676,0.379908676,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,對話力,工作管理,,,3,FALSE
1144,1,25,男性,未婚,YES,NO,NO,其他,0,0,0.129908676,0.129908676,1556,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,樂觀關係型,促進團隊成功,,,,5,TRUE
1145,1,23,女性,未婚,YES,NO,NO,一級,0,0,0.379908676,0.379908676,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,外向開放型,,敏捷力 學習力,,,3,FALSE
1146,1,24,女性,未婚,YES,NO,NO,二級,0,0,0.379908676,0.379908676,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,外向開放型,,,,,4,FALSE
1147,1,26,男性,未婚,YES,NO,NO,二級,0,0,0.379908676,0.379908676,749,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,樂觀關係型,,,,,,
1148,1,24,女性,未婚,,,,,0,0,1.129908676,1.129908676,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,,,,,4,FALSE
1149,1,26,女性,未婚,YES,NO,NO,二級,0,0,1.008219178,1.008219178,92,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,保守穩定型,工作管理 促進團隊成功,學習力,,,3,FALSE
1150,0,56,男性,已婚,YES,YES,NO,一級,8,23.25,1.976940639,1.976940639,1455,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,正向領導型,,,,,,
1151,0,31,男性,未婚,YES,NO,NO,其他,1,3.416666667,1.976940639,1.976940639,830,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,外向開放型,,,,,,
1152,1,23,男性,未婚,YES,NO,NO,其他,0,0,0.166666667,0.166666667,203,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,外向開放型,,,,,,
1153,0,36,男性,已婚,YES,YES,NO,一級,3,9.25,1.938584475,1.938584475,851,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC6400,科,0DC0000,0DC6000,0DC6400,,,,,,2.2,FALSE
1154,0,25,女性,未婚,YES,YES,NO,一級,0,0,1.938584475,1.938584475,1570,FALSE,0,0,基層/專案主管,FALSE,FALSE,5.6,0BC0000,處,0BC0000,,,,,,,,,
1155,1,22,女性,未婚,,,,,0,0,0.573972603,0.573972603,536,FALSE,0,0,中階/專案主管,FALSE,FALSE,0,0BC0000,處,0BC0000,,,,,,,,,
1156,1,22,女性,未婚,,,,,0,0,0.565753425,0.565753425,536,FALSE,0,0,資深專業人員,FALSE,FALSE,,0BC0000,處,0BC0000,,,,,,促進變革與創新,敏捷力,5,TRUE
1157,1,24,男性,未婚,YES,NO,NO,其他,0,0,0.471461187,0.471461187,536,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7100,科,0DC0000,0DC7000,0DC7100,正向領導型,對話力,,工作管理,,4.8,TRUE
1158,1,22,女性,未婚,,,,,0,0,0.482420091,0.482420091,536,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7100,科,0DC0000,0DC7000,0DC7100,正向領導型,,,,,4,FALSE
1159,1,24,女性,未婚,,,,,0,0,0.479680365,0.479680365,536,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,0DC7100,科,0DC0000,0DC7000,0DC7100,保守穩定型,促進團隊成功 對話力,,,,4.2,FALSE
1160,1,23,男性,未婚,,,,,0,0,0.5,0.5,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1900,科,0DC0000,0DC1000,0DC1900,正向領導型,,工作管理 敏捷力,,,3.3,FALSE
1161,1,22,男性,未婚,,,,,0,0,0.479680365,0.479680365,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC1900,科,0DC0000,0DC1000,0DC1900,樂觀關係型,,敏捷力,對話力,問題分析與解決,3,FALSE
1163,1,22,女性,未婚,,,,,0,0,0.401826484,0.401826484,536,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7100,科,0DC0000,0DC7000,0DC7100,正向領導型,,,學習力,,4,FALSE
1164,1,21,女性,未婚,,,,,0,0,0.399086758,0.399086758,409,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7100,科,0DC0000,0DC7000,0DC7100,樂觀關係型,,問題分析與解決,,對話力,5.6,TRUE
1165,0,36,女性,未婚,YES,NO,NO,一級,4,7,1.885388128,1.885388128,1580,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7100,科,0DC0000,0DC7000,0DC7100,樂觀關係型,促進團隊成功,工作管理 問題分析與解決,,,4.6,TRUE
1166,1,23,男性,未婚,,,,,0,0,0.399086758,0.399086758,409,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC1900,科,0DC0000,0DC1000,0DC1900,樂觀關係型,,,,,4,FALSE
1167,1,25,男性,未婚,YES,NO,NO,其他,0,0,1.188584475,1.188584475,1534,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC5200,科,0DC0000,0DC5000,0DC5200,樂觀關係型,,持續改善,學習力,敏捷力,5,TRUE
1168,1,21,女性,未婚,,,,,0,0,0.166666667,0.166666667,1575,FALSE,0,0,基層/專案主管,TRUE,TRUE,,0DC5200,科,0DC0000,0DC5000,0DC5200,保守穩定型,,,,,5.2,TRUE
1169,0,29,女性,未婚,YES,NO,NO,其他,3,4.166666667,1.65456621,1.65456621,83,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC5400,科,0AC0000,0AC5000,0AC5400,樂觀關係型,促進團隊成功,敏捷力,,,4,FALSE
1170,0,24,男性,未婚,YES,NO,NO,一級,0,0,0.990639269,0.823972603,1570,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC5400,科,0AC0000,0AC5000,0AC5400,正向領導型,,,,,5,TRUE
1171,1,25,女性,未婚,YES,NO,NO,一級,0,0,1,0.833333333,1567,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C0400,科,03C0000,03C0400,,,,,,,,
1172,0,27,女性,,YES,NO,NO,一級,1,1.333333333,1.65456621,1.65456621,83,FALSE,0,0,資深專業人員,FALSE,FALSE,2.1,03C2200,科,03C0000,03C2000,03C2200,,,,,,,
1174,0,45,女性,未婚,YES,NO,NO,其他,3,18.5,1.635388128,1.635388128,1455,FALSE,0,0,行政人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,正向領導型,問題分析與解決 學習力,促進團隊成功,,,,
1175,0,29,男性,已婚,YES,YES,NO,二級,2,3,1.635388128,1.635388128,216,FALSE,0,0,中階/專案主管,TRUE,TRUE,,0DC2000,部,0DC0000,0DC2000,,樂觀關係型,營運決策能力,指導與發展人才,,,6,TRUE
1176,0,29,女性,未婚,YES,NO,NO,其他,2,4.833333333,1.632648402,1.632648402,895,TRUE,20,20,基層/專案主管,TRUE,FALSE,0.9,0DC2700,科,0DC0000,0DC2000,0DC2700,正向領導型,,,,,6,TRUE
1177,0,28,女性,未婚,YES,YES,NO,一級,3,2.416666667,1.635388128,1.635388128,216,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,,,,
1178,0,26,女性,未婚,YES,YES,NO,一級,0,0,1.624429224,1.624429224,1538,FALSE,0,0,基層/專案主管,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,,,,,,
1179,1,38,女性,未婚,YES,YES,NO,其他,4,11.75,0.974200913,0.974200913,216,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,外向開放型,,,對話力,工作管理,4,FALSE
1180,1,23,女性,未婚,YES,NO,NO,其他,0,0,1.063013699,1.063013699,83,FALSE,0,0,一般專業人員,TRUE,FALSE,1.2,0DC2100,科,0DC0000,0DC2000,0DC2100,,學習力,對話力,,,,
1181,0,28,女性,未婚,YES,NO,NO,其他,2,4.5,1.519178082,1.519178082,360,FALSE,0,0,一般專業人員,TRUE,FALSE,1,0DC2100,科,0DC0000,0DC2000,0DC2100,,促進團隊成功 對話力,,,,5.3,TRUE
1182,1,22,女性,未婚,,,,,0,0,0.821232877,0.821232877,1532,TRUE,10,10,基層/專案主管,TRUE,TRUE,0.3,0DC2900,科,0DC0000,0DC2000,0DC2900,保守穩定型,建立夥伴關係,指導與發展人才,,,6,TRUE
1183,1,28,女性,未婚,YES,NO,NO,一級,3,5,0.946803653,0.946803653,1581,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,持續改善,計劃與組織能力,3.6,FALSE
1184,1,24,男性,未婚,,,,,0,0,0.87716895,0.87716895,233,FALSE,0,0,一般專業人員,TRUE,FALSE,0.2,0DC2400,科,0DC0000,0DC2000,0DC2400,樂觀關係型,,,,,,
1185,1,25,女性,未婚,,,,,0,0,0.87716895,0.87716895,233,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,,,,,,,
1186,1,28,男性,未婚,,,,,1,0.916666667,0.87716895,0.87716895,233,TRUE,14,14,基層/專案主管,TRUE,FALSE,1.9,0DC2800,科,0DC0000,0DC2000,0DC2800,保守穩定型,建立成功團隊,,,,5,TRUE
1187,0,34,女性,未婚,YES,YES,NO,其他,6,7.75,1.446803653,1.446803653,92,TRUE,14,14,基層/專案主管,TRUE,TRUE,2.9,0DC2200,科,0DC0000,0DC2000,0DC2200,保守穩定型,,建立夥伴關係,,敏捷力,5,TRUE
1188,0,37,女性,未婚,YES,NO,NO,其他,6,12.5,1.446803653,1.446803653,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,學習力,,,促進團隊成功,,
1189,0,29,男性,未婚,YES,NO,NO,一級,5,5.083333333,1.410045662,1.410045662,1532,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,,,,
1190,0,29,男性,未婚,YES,YES,NO,一級,2,3.479680365,3.024657534,3.024657534,515,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,,,,,,,
1191,0,42,男性,已婚,NO,YES,NO,其他,1,20.16666667,1.385388128,1.385388128,1543,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,,,,
1192,1,27,男性,未婚,YES,NO,NO,二級,3,1.5,2.073972603,2.073972603,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,,,,,,
1193,0,35,女性,未婚,YES,YES,NO,二級,3,5.521917808,3.021917808,3.021917808,1552,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,工作管理,對話力,,,,
1194,1,42,男性,未婚,YES,YES,NO,其他,8,11.743379,2.235159817,2.235159817,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,學習力,,,問題分析與解決,4.3,FALSE
1195,1,32,女性,未婚,YES,YES,NO,其他,5,5.916666667,0.079452055,0.079452055,51,TRUE,13,13,基層/專案主管,TRUE,FALSE,0.8,0DC2600,科,0DC0000,0DC2000,0DC2600,樂觀關係型,,,學習力,,5,TRUE
1196,1,26,女性,未婚,YES,NO,NO,其他,0,0,0.746118721,0.746118721,1532,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,,,,
1197,1,32,女性,未婚,YES,NO,NO,其他,5,8.166666667,0.64086758,0.64086758,203,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,,,,,,
1198,1,48,男性,已婚,YES,NO,NO,其他,4,19.91666667,1.016438356,1.016438356,951,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,,工作管理,學習力,,,
1199,1,24,女性,未婚,YES,NO,NO,一級,0,0,0.691324201,0.691324201,1552,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,,,,,,,
